word,origin,mgtow,trp,incels,health,criticism,mra,pua
idiots,prior,1.3143996,0.53161573,1.0126065,-0.03432283,1.6690844,1.3161865,-0.02329154
tyrones,prior,0.32641786,-0.3153007,0.9888762,-0.53026766,-0.14680113,-0.49282852,-0.5820323
heightmogged,prior,-0.10233975,-0.08350487,0.8950819,-0.15160644,-0.0015898772,-0.17523609,-0.1582253
aspie,prior,0.0015194826,0.29769555,0.92342913,0.34168583,0.19139946,-0.04651751,0.111282445
personality,prior,1.688475,2.1209826,2.5063746,2.1824324,2.0608654,1.3477657,2.2739878
gmow,ours,1.0878496,0.061121657,-0.23500781,-0.2079428,-0.27593023,-0.04933352,-0.34833658
chincels,ours,-0.108898655,-0.07056683,0.35970217,-0.048208497,-0.09288503,-0.106578946,-0.056451596
nexted,ours,-0.027168646,1.4625049,-0.057958484,-0.12741788,0.4700643,-0.19475885,1.1767975
poundmetoo,ours,0.75047606,0.10135205,-0.1539514,-0.34105515,-0.049498536,0.2603612,-0.048029765
subhumans,prior,-0.060599994,-0.24068776,1.3124657,-0.09371785,0.20948267,-0.17011462,-0.35904694
hypergamist,ours,0.31745762,0.22527067,0.19795224,0.13260585,0.12557673,0.09074533,0.14111684
vasya,ours,0.07677,0.6268383,0.004192911,0.023781164,0.42892483,0.0041297553,0.34568265
wahmen,ours,1.3830662,0.17607743,0.6669018,-0.009686704,0.754043,0.5637193,0.16025686
heightcel,prior,-0.07316647,-0.054936424,1.0023544,0.028349774,-0.11592752,-0.1183296,-0.01136009
dom,prior,-0.07868768,0.45593202,0.17060472,-0.16770653,0.65351975,-0.14410816,0.28649554
magratm,ours,-0.13708058,-0.13957912,0.4510689,-0.047709104,0.013744521,-0.14733599,-0.0991902
squintman,ours,0.077675454,0.16674334,0.6264155,0.17720926,0.09502177,0.06911472,0.14660865
mm,prior,0.06872919,0.21261509,0.728108,0.052483615,-0.13940692,-0.14193694,0.31755117
incelswithouthate,ours,-0.1542224,-0.17817487,0.5394892,-0.09555547,0.31316337,-0.12611558,-0.084187105
biatch,prior,0.3421448,0.2333272,0.41180488,0.21877515,0.14721225,0.19524305,0.2995983
blackopscel,ours,-0.057466127,-0.07351971,0.83449006,-0.011969878,0.04390584,-0.102064334,0.056632426
negs,ours,-0.18870345,0.8223876,0.03622979,-0.13925692,0.20272207,-0.13659619,1.3663344
redpillschool,ours,0.016966986,0.4138694,0.068575814,0.07240496,0.3962665,0.103370965,0.12891652
fatcel,ours,-0.23724201,-0.17642738,2.0065615,-0.31869775,0.06881051,-0.31616458,-0.26688227
gymceled,ours,-0.03331867,0.022691928,0.36664447,0.033926856,-0.00582355,-0.025214052,0.0061313566
blackpilled,ours,0.16785945,0.10648383,2.584792,-0.118703105,0.6218994,-0.29124504,-0.1063966
wmaf,ours,-0.04966868,0.020224258,0.6195164,-0.05071415,0.49560645,0.005788309,-0.00051762676
surgerymaxx,ours,-0.07603722,-0.06985626,0.72855306,-0.08234215,-0.1631434,-0.14768018,-0.11223009
tyronelite,ours,0.06468837,0.09394495,0.645236,0.08370115,0.072364494,0.065298,0.11544345
againstmensrights,ours,0.06483383,0.0417253,0.062313616,0.0555114,0.23714852,0.5746078,0.09281279
degeneratemaxxing,ours,0.024693029,0.0549824,0.42594385,0.0858355,0.06808937,0.035014827,0.06933132
lookism,prior,-0.2689496,-0.08406032,1.6898713,-0.26830107,0.24742451,-0.21668589,-0.20442897
girl,prior,0.6229782,0.9476655,0.7973801,0.7511676,0.93741626,0.73439336,1.3798164
sarging,ours,-0.11861344,0.18113881,-0.09069462,-0.114121705,-0.030419558,-0.1357684,0.6370604
chadlites,prior,-0.06346482,-0.110606536,1.3716606,-0.25438294,-0.104828246,-0.37212288,0.0659509
chaddams,ours,-0.07158434,-0.055630866,0.4554054,-0.023703255,0.08397036,-0.03560987,-0.052185684
surgerymaxxing,ours,-0.04348609,-0.05082276,0.5169866,-0.05733513,-0.09831451,-0.05511333,0.058965787
normiecel,ours,0.116915785,0.13025682,0.3504801,0.12631968,0.09584482,0.06545734,0.1262352
copecels,ours,0.09341701,0.16075951,0.39646494,0.10304978,0.04380307,0.05887954,0.15911236
womanlets,ours,0.056266706,0.09398584,0.45539168,0.11066509,0.08384756,0.06302863,0.09676922
prostitute,prior,0.8486981,0.038185425,1.0733109,-0.74070185,0.43084666,0.034701742,0.3542925
simpery,ours,0.1531048,-0.017718764,-0.112035684,-0.12251962,0.10855576,0.09971853,-0.09724203
jb,prior,0.054138903,-0.013827401,0.49423346,-0.08918959,0.38384527,-0.020833472,-0.03200112
fob,prior,0.11650676,0.1210943,0.5458308,-0.01924587,0.06395764,-0.017496293,0.3455708
so,prior,-0.47427988,-0.5461392,-0.3536635,-0.16135827,-0.25229752,-0.24158952,-0.269566
ogrecels,ours,-0.093519315,-0.06832481,0.6494112,-0.05529109,-0.053420447,-0.043978475,-0.042789258
rosties,ours,0.036670934,0.015093747,0.4591276,0.030560797,0.042040017,0.009876242,0.029661313
cucked,ours,2.2164323,1.4055405,1.7637922,-0.69058037,1.2810917,0.75622255,-0.019100688
bastard,prior,0.81197375,0.10761796,0.06811404,-0.4097555,-0.07366264,-0.13536894,-0.39901906
normtards,ours,-0.09928416,-0.067778036,0.540698,-0.017252548,-0.02536253,-0.1481269,-0.024784721
betabuxes,ours,-0.0416215,0.056688905,0.4370797,-0.025832247,0.10690033,0.029356614,0.06182737
fucker,prior,0.3448031,0.25940546,0.31329954,-0.31027305,-0.29725063,-0.33896306,-0.054031737
sui,prior,-0.11917984,-0.24163964,1.2888485,-0.09069831,0.018951965,-0.28563505,-0.20196335
toilet,prior,0.58638805,0.09339076,-0.13535276,-0.13845745,0.15002632,0.45314574,-0.19964904
muslimcel,ours,-0.07023741,0.0067954715,0.40456307,-0.019699896,0.10991771,-0.028654791,-0.037710533
ioi,prior,-0.047824543,1.9080361,0.27525428,-0.32342815,0.06211444,-0.36702302,2.5736434
chadstralia,ours,0.045967042,0.06112826,0.7344963,0.060016274,0.06910665,0.0009289542,0.04606399
mirin,prior,0.12106645,0.40057328,0.58518666,-0.047435127,0.1497859,-0.20801419,0.19644555
bluepilling,ours,-0.052766368,0.0037587844,0.42860374,-0.0033471577,0.12883483,0.015244591,0.005167715
gigacuck,ours,0.03316367,0.06811724,0.48160252,0.0727573,0.099272944,0.03288212,0.07191423
muff,prior,0.27768326,0.29076093,0.33650118,0.1026772,0.31588414,0.09018047,0.2103143
thugmaxxing,ours,0.08885551,0.12593132,0.6520928,0.1255533,0.086034104,0.0908994,0.13250406
coltaine,ours,0.44037732,0.30084407,0.111957125,0.006543992,0.41967282,0.06968965,0.17532648
mothafucka,prior,0.22927077,0.2773927,0.36172032,0.27723902,0.25015622,0.18500006,0.24339148
beaten,prior,0.50367683,0.09928784,0.67714435,0.19959293,0.3851577,0.6934504,-0.29186508
incell,ours,0.030135635,0.08077639,0.18797337,0.082596414,0.081204295,0.04481936,0.0914868
autistcels,ours,-0.07054262,-0.053449497,0.55731565,0.013273628,0.02922244,-0.090637766,0.08276166
statusmaxxing,ours,-0.037790146,-0.06769005,0.7348121,-0.06603319,-0.06267935,-0.1210572,-0.044904068
humansockpuppet,ours,0.114096485,0.6051996,0.16564839,0.19538407,0.27560976,0.23475395,0.51828957
negged,ours,0.0035038157,0.5226856,0.10136587,-0.018986236,0.30719036,-0.05179043,0.6991149
terrorize,prior,0.084267095,0.037424784,0.06656093,-0.00445057,0.090639025,0.29557383,-0.058564596
inhibition,prior,-0.25051537,0.081846535,0.6725526,-0.19959773,-0.24881703,-0.4097342,0.23117888
escort,prior,0.67754734,0.442353,0.9505058,-0.22980812,0.119528815,-0.2932654,0.77034974
pct,prior,-0.0257716,0.36065456,0.30763674,0.04330301,-0.21440944,-0.15278082,-0.03684783
ljbf,ours,-0.05783925,0.6883777,-0.05226789,-0.047498785,0.18476778,-0.17645893,0.6779127
seddit,ours,-0.079136476,0.82849073,0.121650964,0.020383406,0.16748492,-0.0030876726,2.0640035
ropefuel,ours,-0.13849139,-0.1581935,1.0342891,-0.15463823,-0.19393755,-0.22576328,-0.13123557
noodlewhore,prior,0.0611747,0.09219101,0.768049,0.08786592,0.06389374,0.06141937,0.10307215
carkudo,ours,0.025249649,0.017167425,0.21631405,0.15286599,0.1586295,0.10297028,0.08790556
manletcel,ours,0.02019988,0.08675676,0.53146094,0.08348773,0.03641411,0.058556933,0.07176406
altrightcel,ours,0.1875207,0.17872126,0.53017,0.15251417,0.21328138,0.15433489,0.21249253
redpillers,ours,0.017113384,0.5166754,0.21806778,-0.3914647,1.1889583,0.1165787,0.110378176
framelet,ours,-0.012389032,0.05527048,0.59268534,-0.004027118,0.13524695,-0.0072716866,0.16091366
studymaxx,ours,0.09524367,0.14185035,0.48549882,0.15874201,0.13412198,0.107655674,0.15068185
whitepill,prior,0.011162143,0.028884917,0.40638146,0.024633002,0.35008028,0.08726646,-0.05425815
gigacoping,ours,0.106240965,0.14457394,0.48414922,0.14937003,0.12375858,0.109937765,0.15584171
mgtower,ours,0.28684554,0.08567139,0.08248129,0.070980236,0.22396265,0.14108972,0.07783075
mayocels,ours,0.08344136,0.11838842,0.5675641,0.10571561,0.078322895,0.081624344,0.12319823
truecels,ours,-0.1510244,-0.16340593,1.8121948,-0.24074277,-0.10508373,-0.2912855,-0.24771574
wamens,ours,0.3529474,0.12588285,0.34612584,0.08129456,0.24497801,0.24303891,0.106790856
daygaming,ours,-0.16118269,0.5401166,-0.0024971527,0.0010209111,-0.08929221,-0.0877665,1.1106135
asshole,prior,1.2955734,1.3716573,1.4266088,1.2053622,2.0265176,1.3853244,1.1264784
handholdless,prior,-0.15657154,-0.12254441,0.68343776,0.12156225,-0.049108576,-0.15011771,0.015136613
copecel,ours,-0.03364785,0.024815515,0.5560127,-0.03020626,0.053476255,-0.095425025,-0.06833682
tranny,prior,0.48001814,0.18474069,1.0779258,-0.30867508,0.18865398,0.2552129,-0.24069737
careermax,ours,-0.06271129,0.04312253,0.8158099,-0.016753545,-0.07937748,-0.05055553,-0.08161851
wuss,prior,0.055647656,0.36995226,0.1593009,0.18446805,0.29699612,-0.039553158,0.46072167
instadate,ours,-0.0062152324,0.5353584,0.06997018,0.05078718,0.03377132,0.005177374,0.90048575
ragefuel,ours,-0.19337843,-0.19610217,1.1405241,-0.15963222,-0.09107622,-0.17134044,-0.21138218
autistcel,ours,-0.07702323,-0.04885559,0.61980534,0.01587064,0.2006431,-0.1451424,-0.03592421
kv,prior,-0.054265566,-0.07348539,0.8676432,0.113485485,0.340312,-0.13244002,0.33267212
foid,prior,0.30834773,0.064668745,2.5866165,-0.006445173,0.5840103,0.0027744723,0.09558612
femoid,prior,0.004559312,-0.2619453,1.9018577,-0.3912543,0.42797047,-0.34544745,-0.34830293
jbt,ours,0.1098487,0.1540155,0.46644086,0.1472986,0.21459587,0.114981584,0.15084453
amwf,ours,0.008343844,0.022079604,0.3777247,-0.028150925,0.32624954,-0.051130723,0.022824198
whities,prior,0.20032059,0.08347683,0.18517432,0.098063074,0.13556635,0.04544657,0.07864383
ricels,ours,0.016751021,-0.03929153,0.45354006,0.00096177286,0.08227189,0.009434961,0.115456894
chaddest,ours,0.00035493728,-0.02176982,0.19313435,-0.058870032,-0.038577273,-0.10216548,0.030595321
ghow,ours,0.33164248,0.10159769,-0.1411008,-0.14789723,0.03174481,-0.058864903,-0.054507308
acnecels,ours,0.030140666,0.083003104,0.53111285,0.087274246,0.056734473,0.045068473,0.07003546
chadjeet,ours,0.06461346,0.08198375,0.37948355,0.09377153,0.16870636,0.045557942,0.09260708
currycels,ours,-0.3377968,-0.3444016,1.4748355,-0.3906679,-0.11090368,-0.3810825,-0.42308885
idiot,prior,1.2643508,0.94034815,1.2838106,0.69592357,1.3817892,1.219023,0.9400025
dumpster,prior,0.8495731,0.4415294,0.4889554,0.012140673,0.7867235,0.68830174,0.19489428
ethnic,prior,0.14585188,0.15593545,1.5976954,-0.3359533,0.5575261,0.3708601,-0.02115604
heightmog,ours,-0.08276033,-0.012949061,0.668825,0.023292113,-0.10899213,-0.11462869,-0.008763585
statusmaxxed,ours,-0.030750236,-0.0049764914,0.9876782,0.007868258,-0.017137835,-0.027622605,0.01993566
gymcelling,ours,-0.2555988,-0.03522733,1.6532619,-0.2373621,-0.2322649,-0.43531266,-0.38047147
boob,prior,0.28630164,0.24401039,0.29247406,-0.14729646,0.22615704,0.38730422,0.30807835
nsa,prior,0.15147646,0.27220225,0.16937952,0.13170455,0.2305389,0.18396945,0.31664664
wristcel,prior,-0.1945369,-0.23599467,0.8090513,-0.19307995,-0.29337656,-0.23651865,-0.28269652
neetbux,ours,-0.07535283,-0.16422659,0.57013524,-0.100364804,-0.020288605,-0.21125074,-0.23235498
kicked,prior,0.62251306,0.47732562,0.1779041,0.5543015,0.118419036,0.60554934,-0.13347225
dykes,prior,0.39677322,0.11514294,0.11467058,-0.26724407,0.35992813,0.034045834,-0.18855296
natty,prior,-0.103207245,0.7268502,0.65382195,-0.22234648,-0.18920742,-0.24157529,0.0008099885
thugmaxx,ours,0.048624147,0.093453094,0.8416064,0.09786812,0.07994115,0.05801739,0.10927225
chink,prior,0.07257529,0.30908197,0.15026213,-0.08562182,0.24763523,0.08728917,0.03514631
manospherians,ours,0.14493458,0.22444011,0.14844604,0.086699665,0.9550906,0.094040975,0.07386561
jfc,prior,0.29766738,0.15758741,1.1712605,0.041784614,0.76434845,0.42240718,0.20727976
stardusk,ours,0.5842868,0.07093176,-0.07443544,-0.14820637,0.06552694,-0.07886386,-0.117343366
sodini,prior,0.024471948,0.09504232,0.18638751,0.07919492,0.30011207,0.07964956,0.14817204
beastiality,prior,0.11438481,-0.05832269,0.29100883,-0.036143824,0.14866434,-0.032434143,-0.029944144
gangbanger,prior,0.049832676,0.114462994,0.24680883,0.080890395,0.11575109,0.008070312,0.08549519
